Date,Open,High,Low,Close,Adj Close,Volume
17-06-2021,490.25,501.799988,490.149994,498.339996,498.339996,3198300
18-06-2021,496.399994,504.48999,495.23999,500.769989,500.769989,5197600
21-06-2021,501.640015,502.049988,492.279999,497,497,5277300
22-06-2021,498.540009,513.549988,495.799988,508.820007,508.820007,5809300
23-06-2021,508.480011,516.630005,508.200012,512.73999,512.73999,3944800
24-06-2021,517.960022,520.960022,514.400024,518.059998,518.059998,3361200
25-06-2021,528.840027,533.059998,525,527.070007,527.070007,5299100
28-06-2021,528.119995,533.940002,524.559998,533.030029,533.030029,2820200
29-06-2021,533.549988,536.130005,528.570007,533.5,533.5,2314600
30-06-2021,534.059998,534.380005,526.820007,528.210022,528.210022,2773400
01-07-2021,525.719971,537.039978,525.719971,533.539978,533.539978,2805400
02-07-2021,535.5,538.539978,529.390015,533.97998,533.97998,1975500
06-07-2021,533,542.859985,533,541.640015,541.640015,2775100
07-07-2021,544.23999,544.640015,531.659973,535.960022,535.960022,2722500
08-07-2021,530.929993,535.5,529.090027,530.76001,530.76001,3269000
09-07-2021,531,538.26001,528.580017,535.97998,535.97998,2776800
12-07-2021,540.299988,540.650024,532.919983,537.309998,537.309998,1777600
